sentence,adjectives,transparency,polarity,negation,gender,gpt2_large_surprisal,xlnet_large_cased_surprisal,bert_large_cased_surprisal,roberta_large_surprisal
"She is energetic, and he is lazy too.",energetic-lazy,n,pm,n,fm,0.0;-3.225691318511963;-10.564346313476562;-3.711153030395508;-6.771328449249268;-1.5413570404052734;-6.037112712860107;-6.324056148529053;-0.7802047729492188,0.0;-11.001178741455078;-12.574138641357422;-4.351783752441406;-11.091678619384766;-10.258941650390625;-13.895759582519531;-6.782026290893555;-6.547863006591797,-2.1646337509155273;-0.024511337280273438;-6.619734287261963;-0.8378200531005859;-1.4381418228149414;-0.051517486572265625;-6.614559173583984;-0.8935632705688477;-0.014608383178710938,-6.480976104736328;-0.05362701416015625;-9.50894546508789;-1.3076324462890625;-7.55096435546875;-0.16452789306640625;-10.5880126953125;-4.117042541503906;-0.10311126708984375
"She is lazy, and he is energetic too.",energetic-lazy,n,mp,n,fm,0.0;-3.225691318511963;-12.118584632873535;-2.4014015197753906;-5.693437576293945;-1.38385009765625;-6.797160625457764;-6.830256462097168;-0.8890800476074219,0.0;-9.801353454589844;-18.855276107788086;-2.502349853515625;-7.660564422607422;-11.867507934570312;-16.358627319335938;-5.961872100830078;-6.3656005859375,-2.9600353240966797;-0.05832099914550781;-6.7946672439575195;-1.191615104675293;-1.3221960067749023;-0.0193023681640625;-8.726767539978027;-0.8504295349121094;-0.013238906860351562,-6.219516754150391;-0.07953643798828125;-10.07388687133789;-1.5834197998046875;-6.3144378662109375;-0.0955352783203125;-11.307144165039062;-3.18646240234375;-0.10846710205078125
"She is not energetic, and he is energetic too.",energetic-lazy,n,pp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-13.451260566711426;-2.201291084289551;-6.051666736602783;-1.783839225769043;-6.192157745361328;-4.030123710632324;-0.8619136810302734,0.0;-9.353572845458984;-1.8997974395751953;-14.708620071411133;-3.0026512145996094;-5.457023620605469;-5.654453277587891;-12.335746765136719;-10.28663444519043;-6.305913925170898,-1.1820907592773438;-0.0096893310546875;-6.183300018310547;-5.273937225341797;-2.1834707260131836;-1.2459030151367188;-0.16050052642822266;-6.202108383178711;-0.8340463638305664;-0.021539688110351562,-0.45943450927734375;-0.0958251953125;-8.856761932373047;-6.396915435791016;-1.7511215209960938;-0.6645660400390625;-0.14606475830078125;-4.447330474853516;-1.6335792541503906;-0.080657958984375
"She is not lazy, and he is lazy too.",energetic-lazy,n,mm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-10.83649730682373;-2.2678489685058594;-6.403593063354492;-1.2604894638061523;-6.278683185577393;-3.8701109886169434;-0.8958539962768555,0.0;-6.473731994628906;-3.0897884368896484;-12.701616287231445;-3.0825462341308594;-4.742670059204102;-5.321987152099609;-12.989021301269531;-10.278614044189453;-5.569597244262695,-1.0996723175048828;-0.017980575561523438;-3.807962417602539;-1.0937023162841797;-0.8026437759399414;-0.9569873809814453;-0.022492408752441406;-1.6639223098754883;-0.5464391708374023;-0.045986175537109375,-1.148040771484375;-0.085601806640625;-4.904361724853516;-2.8393592834472656;-1.140411376953125;-0.5021896362304688;-0.198638916015625;-3.276996612548828;-0.7680892944335938;-0.11463165283203125
"She is not energetic, and he is lazy too.",energetic-lazy,n,pm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-13.451260566711426;-2.201291084289551;-6.051666736602783;-1.783839225769043;-6.412379264831543;-6.535006523132324;-0.7154750823974609,0.0;-8.86737060546875;-4.101703643798828;-10.706493377685547;-2.8136444091796875;-5.4615020751953125;-6.593780517578125;-11.969734191894531;-7.016517639160156;-6.53439998626709,-4.784859657287598;-0.0044155120849609375;-4.736528396606445;-8.138949394226074;-0.45065784454345703;-4.794913291931152;-0.07369613647460938;-4.940857887268066;-0.8709983825683594;-0.012594223022460938,-6.4346771240234375;-0.07781219482421875;-2.1628341674804688;-7.7139129638671875;-0.38506317138671875;-8.36614990234375;-0.11104583740234375;-3.6743927001953125;-0.5875892639160156;-0.08010101318359375
"She is not lazy, and he is energetic too.",energetic-lazy,n,mp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-10.83649730682373;-2.2678489685058594;-6.403593063354492;-1.2604894638061523;-10.973047256469727;-5.305257797241211;-0.8134384155273438,0.0;-8.256891250610352;-3.4479498863220215;-16.888504028320312;-2.6952667236328125;-6.9112396240234375;-8.556449890136719;-10.566267013549805;-6.423717498779297;-7.418767929077148,-6.034990310668945;-0.005298614501953125;-2.7578420639038086;-4.454853057861328;-0.7895755767822266;-7.334245681762695;-0.018651962280273438;-7.173061370849609;-0.6650781631469727;-0.0148468017578125,-5.968105316162109;-0.14456939697265625;-1.1716461181640625;-3.1890525817871094;-0.5003585815429688;-7.405281066894531;-0.10210418701171875;-8.782428741455078;-0.23294448852539062;-0.11443328857421875
"He is loyal, and she is loyal too.",loyal-disloyal,y,pp,n,mf,0.0;-3.1556758880615234;-11.205781936645508;-2.6005191802978516;-6.242753028869629;-1.259918212890625;-1.1447162628173828;-3.5092878341674805;-0.9644203186035156,0.0;-9.113578796386719;-12.316548347473145;-2.8512821197509766;-4.096711158752441;-6.542400360107422;-9.293808937072754;-6.380197525024414;-7.473353385925293,-0.3590583801269531;-0.03643798828125;-0.3223743438720703;-0.23672962188720703;-1.1064186096191406;-0.009088516235351562;-1.3172330856323242;-0.3065328598022461;-0.020086288452148438,-0.11556243896484375;-0.11011505126953125;-0.325347900390625;-0.561859130859375;-0.29576873779296875;-0.15576934814453125;-1.6596488952636719;-0.13468170166015625;-0.04332733154296875
"He is disloyal, and she is disloyal too.",loyal-disloyal,y,mm,n,mf,0.0;-3.1556758880615234;-14.275482177734375;-2.152468681335449;-6.547402858734131;-1.6043052673339844;-4.688907146453857;-4.150907516479492;-1.0448932647705078,0.0;-7.47021484375;-40.83717727661133;-5.781562805175781;-7.744655609130859;-6.396430969238281;-30.20559310913086;-5.767093658447266;-3.9612350463867188,-0.4845705032348633;-0.08037948608398438;-0.08957481384277344;-0.5020656585693359;-0.8675432205200195;-0.0370025634765625;-0.00177764892578125;-0.3186521530151367;-0.035755157470703125,-0.07015228271484375;-0.0875244140625;-0.058837890625;-0.8023223876953125;-0.2628021240234375;-0.12387847900390625;-0.00260162353515625;-0.256256103515625;-0.063934326171875
"He is loyal, and she is disloyal too.",loyal-disloyal,y,pm,n,mf,0.0;-3.1556758880615234;-11.205781936645508;-2.6005191802978516;-6.242753028869629;-1.259918212890625;-7.784048080444336;-5.989228248596191;-0.9218435287475586,0.0;-11.47531509399414;-10.155632972717285;-2.719240188598633;-8.441513061523438;-7.155200958251953;-35.08760070800781;-13.489334106445312;-7.965156555175781,-1.210280418395996;-0.022161483764648438;-3.158214569091797;-2.389153480529785;-3.002208709716797;-0.08553028106689453;-0.0010776519775390625;-0.9816036224365234;-0.022657394409179688,-4.195758819580078;-0.073089599609375;-1.7054290771484375;-1.4965286254882812;-5.227622985839844;-0.13788604736328125;-0.07125473022460938;-2.4352989196777344;-0.0626678466796875
"He is disloyal, and she is loyal too.",loyal-disloyal,y,mp,n,mf,0.0;-3.1556758880615234;-14.275482177734375;-2.152468681335449;-6.547402858734131;-1.6043052673339844;-2.299905776977539;-4.752580642700195;-0.9973411560058594,0.0;-9.962890625;-33.707658767700195;-2.7788925170898438;-6.301443099975586;-6.336708068847656;-9.163074493408203;-8.561788558959961;-6.005317687988281,-0.8626327514648438;-0.12229728698730469;-0.04975605010986328;-2.140474319458008;-1.554856300354004;-0.037994384765625;-4.259764671325684;-1.619903564453125;-0.01505279541015625,-1.0566177368164062;-0.104400634765625;-0.08751296997070312;-1.47454833984375;-1.099090576171875;-0.12713623046875;-6.097358703613281;-1.2204208374023438;-0.065887451171875
"He is not loyal, and she is loyal too.",loyal-disloyal,y,pp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-11.741707801818848;-1.7847375869750977;-6.173949241638184;-1.5230426788330078;-3.028609275817871;-4.637179374694824;-0.956273078918457,0.0;-9.6126708984375;-3.5544986724853516;-13.452140808105469;-3.1620712280273438;-6.162815093994141;-5.084018707275391;-10.71347427368164;-7.871341705322266;-5.0666961669921875,-0.55242919921875;-0.03783988952636719;-5.627500534057617;-4.255121231079102;-1.6501274108886719;-1.4648094177246094;-0.05945873260498047;-5.199553966522217;-1.0753889083862305;-0.033557891845703125,-0.3158111572265625;-0.1131134033203125;-7.1417694091796875;-4.145038604736328;-1.1537322998046875;-0.6548385620117188;-0.23767852783203125;-4.944999694824219;-2.2736778259277344;-0.09696197509765625
"He is not disloyal, and she is disloyal too.",loyal-disloyal,y,mm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-13.138204574584961;-2.2670459747314453;-6.765857696533203;-1.2597055435180664;-6.833510398864746;-4.8549346923828125;-1.051671028137207,0.0;-3.7577133178710938;-8.217897415161133;-47.93643569946289;-2.7757797241210938;-7.557670593261719;-4.662681579589844;-35.8747615814209;-12.421028137207031;-5.989994049072266,-0.7003974914550781;-0.04262351989746094;-3.186652183532715;-0.08796215057373047;-1.3449106216430664;-1.5518550872802734;-0.056571006774902344;-0.00270843505859375;-1.3222627639770508;-0.035037994384765625,-0.5436782836914062;-0.14264678955078125;-4.330745697021484;-0.07957839965820312;-1.3890380859375;-0.8226547241210938;-0.16266632080078125;-0.00904083251953125;-1.6915016174316406;-0.0887451171875
"He is not loyal, and she is disloyal too.",loyal-disloyal,y,pm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-11.741707801818848;-1.7847375869750977;-6.173949241638184;-1.5230426788330078;-7.429770469665527;-5.055156230926514;-0.8645648956298828,0.0;-3.777751922607422;-4.687934875488281;-13.85969352722168;-3.00408935546875;-7.45100212097168;-5.945423126220703;-32.5706787109375;-13.87765884399414;-7.59160041809082,-3.479663848876953;-0.010885238647460938;-3.642115592956543;-3.9738807678222656;-0.8157215118408203;-6.359102249145508;-0.17009353637695312;-0.0013523101806640625;-1.3424148559570312;-0.02329254150390625,-2.8919448852539062;-0.149078369140625;-0.9148941040039062;-0.5762710571289062;-0.5376358032226562;-3.378936767578125;-0.2153472900390625;-0.03787994384765625;-0.6399078369140625;-0.08907318115234375
"He is not disloyal, and she is loyal too.",loyal-disloyal,y,mp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-13.138203620910645;-2.2670459747314453;-6.765857696533203;-1.2597064971923828;-3.473031997680664;-5.27548885345459;-0.9879493713378906,0.0;-8.775520324707031;-7.372499465942383;-40.178598403930664;-3.262073516845703;-5.969348907470703;-6.338962554931641;-9.948301315307617;-7.3524580001831055;-7.116460800170898,-4.430177688598633;-0.03427314758300781;-1.780735969543457;-0.07420539855957031;-0.6397371292114258;-6.932723045349121;-0.030513763427734375;-4.063682556152344;-2.132439613342285;-0.011243820190429688,-2.537761688232422;-0.191680908203125;-0.8740234375;-0.05155181884765625;-0.6517410278320312;-2.6035614013671875;-0.10970306396484375;-2.404552459716797;-0.2591400146484375;-0.06906890869140625
"She is loyal, and he is loyal too.",loyal-disloyal,y,pp,n,fm,0.0;-3.225691318511963;-11.229857444763184;-2.7477569580078125;-5.481075286865234;-1.2990989685058594;-1.206441879272461;-4.080087661743164;-0.9222030639648438,0.0;-8.763172149658203;-16.912997245788574;-3.139812469482422;-5.539005279541016;-9.314224243164062;-15.285148620605469;-5.879816055297852;-6.328815460205078,-0.47812747955322266;-0.039031982421875;-0.4023609161376953;-0.2694063186645508;-0.9760370254516602;-0.00832366943359375;-1.2957744598388672;-0.3447141647338867;-0.021289825439453125,-0.14322662353515625;-0.082550048828125;-0.4600677490234375;-0.534820556640625;-0.2860260009765625;-0.1620025634765625;-1.4334182739257812;-0.1559295654296875;-0.04216766357421875
"She is disloyal, and he is disloyal too.",loyal-disloyal,y,mm,n,fm,0.0;-3.225691318511963;-14.73015022277832;-2.286534309387207;-5.227051734924316;-1.7109813690185547;-4.851662635803223;-4.803288459777832;-1.0096673965454102,0.0;-6.926113128662109;-36.74907302856445;-2.3024330139160156;-7.9182891845703125;-5.588779449462891;-32.00341033935547;-9.2117919921875;-5.798149108886719,-0.9071130752563477;-0.07931327819824219;-0.1004171371459961;-0.5129098892211914;-0.7128667831420898;-0.030147552490234375;-0.0019168853759765625;-0.39125919342041016;-0.03857421875,-0.11260223388671875;-0.08173370361328125;-0.0562591552734375;-0.9047698974609375;-0.2073822021484375;-0.15242767333984375;-0.00281524658203125;-0.22061920166015625;-0.0586395263671875
"She is loyal, and he is disloyal too.",loyal-disloyal,y,pm,n,fm,0.0;-3.225691318511963;-11.229857444763184;-2.7477569580078125;-5.481075286865234;-1.2990989685058594;-7.298765659332275;-6.678981781005859;-0.8955917358398438,0.0;-10.190544128417969;-10.6259126663208;-2.6089611053466797;-9.02370834350586;-8.858898162841797;-37.88435363769531;-11.022079467773438;-7.835763931274414,-2.6341371536254883;-0.028228759765625;-3.6377506256103516;-2.743638038635254;-1.645533561706543;-0.080780029296875;-0.001056671142578125;-1.4383563995361328;-0.02252197265625,-5.659027099609375;-0.05719757080078125;-1.8864784240722656;-1.5501632690429688;-5.245826721191406;-0.17127227783203125;-0.053302764892578125;-1.9925384521484375;-0.057464599609375
"She is disloyal, and he is loyal too.",loyal-disloyal,y,mp,n,fm,0.0;-3.225691318511963;-14.73015022277832;-2.286534309387207;-5.227051734924316;-1.7109813690185547;-2.436878204345703;-5.1696271896362305;-0.9257955551147461,0.0;-10.268386840820312;-34.16852378845215;-2.6819610595703125;-6.779003143310547;-8.103096008300781;-11.404943466186523;-7.3455810546875;-5.61564826965332,-2.0523338317871094;-0.119415283203125;-0.05844593048095703;-2.3310775756835938;-1.353017807006836;-0.04045677185058594;-4.089669227600098;-2.1950550079345703;-0.017185211181640625,-3.251617431640625;-0.0880889892578125;-0.08021163940429688;-1.5813674926757812;-0.7364044189453125;-0.15069580078125;-6.195987701416016;-1.2320632934570312;-0.05947113037109375
"She is not loyal, and he is loyal too.",loyal-disloyal,y,pp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-12.050484657287598;-1.8702669143676758;-5.252776622772217;-1.4838848114013672;-3.3594894409179688;-5.26837158203125;-0.9179906845092773,0.0;-9.28411865234375;-5.288801193237305;-14.08639144897461;-3.1103897094726562;-4.213996887207031;-6.625423431396484;-10.06226921081543;-8.662933349609375;-4.812772750854492,-0.8819894790649414;-0.03558540344238281;-5.569719314575195;-4.673922538757324;-1.9022207260131836;-1.1799449920654297;-0.06510543823242188;-4.871939659118652;-1.5679492950439453;-0.03309822082519531,-0.520751953125;-0.0926055908203125;-7.60791015625;-4.388996124267578;-1.2433013916015625;-0.45184326171875;-0.240142822265625;-5.375705718994141;-2.138580322265625;-0.08187103271484375
"She is not disloyal, and he is disloyal too.",loyal-disloyal,y,mm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-13.528343200683594;-2.2937488555908203;-5.462563514709473;-1.2279653549194336;-7.249159812927246;-5.649351596832275;-1.0325040817260742,0.0;-7.424182891845703;-3.956218719482422;-42.505781173706055;-2.8343238830566406;-4.716670989990234;-5.612178802490234;-33.71501350402832;-11.01202392578125;-6.205133438110352,-1.3313732147216797;-0.038257598876953125;-3.0517807006835938;-0.08135986328125;-1.4958324432373047;-1.0114774703979492;-0.04017448425292969;-0.0026187896728515625;-1.3971939086914062;-0.04015922546386719,-0.7816543579101562;-0.09641265869140625;-4.497173309326172;-0.08092880249023438;-1.3930587768554688;-0.48748016357421875;-0.199432373046875;-0.0077362060546875;-1.5015678405761719;-0.07854461669921875
"She is not loyal, and he is disloyal too.",loyal-disloyal,y,pm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-12.050484657287598;-1.8702669143676758;-5.252776622772217;-1.4838848114013672;-7.430648326873779;-5.852998733520508;-0.8522453308105469,0.0;-9.355003356933594;-6.378393173217773;-16.263715744018555;-3.071269989013672;-4.927280426025391;-7.070762634277344;-29.85517692565918;-12.191093444824219;-7.000335693359375,-5.092983722686768;-0.011655807495117188;-3.7398719787597656;-4.3315229415893555;-0.9097805023193359;-4.184808731079102;-0.12567901611328125;-0.0012645721435546875;-1.7058219909667969;-0.026243209838867188,-5.113948822021484;-0.110809326171875;-1.029022216796875;-0.7009468078613281;-0.576385498046875;-2.6108474731445312;-0.24221038818359375;-0.031238555908203125;-0.5877571105957031;-0.07689666748046875
"She is not disloyal, and he is loyal too.",loyal-disloyal,y,mp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-13.528343200683594;-2.293747901916504;-5.462563514709473;-1.2279653549194336;-4.61099910736084;-6.003284454345703;-0.9676895141601562,0.0;-9.623130798339844;-4.644100189208984;-41.15712928771973;-2.979473114013672;-4.543972015380859;-7.125246047973633;-8.006793975830078;-6.804017066955566;-7.12120246887207,-5.686833381652832;-0.02184295654296875;-1.4106264114379883;-0.06818008422851562;-0.7899541854858398;-6.6781158447265625;-0.02581024169921875;-3.910397529602051;-2.509725570678711;-0.013059616088867188,-4.168853759765625;-0.13343048095703125;-0.9471588134765625;-0.05584716796875;-0.6146774291992188;-1.8866958618164062;-0.1284332275390625;-2.8695755004882812;-0.23078155517578125;-0.0639495849609375
