sentence,adjectives,transparency,polarity,negation,gender,gpt2_large_sentence_surprisal,xlnet_large_cased_sentence_surprisal,bert_large_cased_sentence_surprisal,roberta_large_sentence_surprisal
She is valuable means that she is valueless.,valuable-valueless,y,pm,n,fm,41.62660599,95.81703186,19.49148369,13.0275116
She is valueless means that she is valuable.,valuable-valueless,y,mp,n,fm,40.75206375,92.47789001,21.90158892,12.00514984
She is not valuable means that she is valuable.,valuable-valueless,y,pp,y,fm,38.03030014,88.52085876,19.43936157,16.72219467
She is not valueless means that she is valueless.,valuable-valueless,y,mm,y,fm,43.17336655,111.4318542,12.4288187,10.14728546
She is not valuable means that she is valueless.,valuable-valueless,y,pm,y,fm,40.32902908,95.9239502,17.82627439,10.05459595
She is not valueless means that she is valuable.,valuable-valueless,y,mp,y,fm,41.06921768,93.90216064,21.68258953,9.548351288
He is interesting means that he is interesting.,interesting-boring,n,pp,n,mf,35.41812134,82.63843536,11.67012501,15.20814133
He is boring means that he is boring.,interesting-boring,n,mm,n,mf,34.00280762,74.67934418,18.0107379,15.62612152
He is interesting means that he is boring.,interesting-boring,n,pm,n,mf,38.52433777,83.18358612,25.70079899,24.39586258
He is boring means that he is interesting.,interesting-boring,n,mp,n,mf,38.26339722,69.28355408,28.34003067,24.16376114
He is not interesting means that he is interesting.,interesting-boring,n,pp,y,mf,38.46678162,81.34655762,20.08160877,18.08086395
He is not boring means that he is boring.,interesting-boring,n,mm,y,mf,38.67646027,82.5803299,17.23383141,16.95768356
He is not interesting means that he is boring.,interesting-boring,n,pm,y,mf,35.99795914,85.49079895,18.39212656,15.27268982
He is not boring means that he is interesting.,interesting-boring,n,mp,y,mf,37.8948288,85.19761658,19.37076616,15.94934845
She is interesting means that she is interesting.,interesting-boring,n,pp,n,fm,33.99423218,85.53676605,11.95145607,14.90481567
She is boring means that she is boring.,interesting-boring,n,mm,n,fm,34.03482437,80.18275452,19.16529369,14.07775116
She is interesting means that she is boring.,interesting-boring,n,pm,n,fm,37.32512283,79.0221405,26.08961582,23.91419983
She is boring means that she is interesting.,interesting-boring,n,mp,n,fm,38.18341827,75.80305481,28.70787382,24.36976242
She is not interesting means that she is interesting.,interesting-boring,n,pp,y,fm,37.74288177,85.42227173,20.30607653,17.88779449
She is not boring means that she is boring.,interesting-boring,n,mm,y,fm,38.9453125,90.49169159,18.13492393,16.48979187
She is not interesting means that she is boring.,interesting-boring,n,pm,y,fm,34.70694733,91.30917358,18.64165401,14.71687698
She is not boring means that she is interesting.,interesting-boring,n,mp,y,fm,37.61051178,85.04257965,20.50984573,15.52832031
He is interesting means that he is interesting.,interesting-dull,n,pp,n,mf,35.41812134,82.63843536,11.67012501,15.20814133
He is dull means that he is dull.,interesting-dull,n,mm,n,mf,34.92191696,84.38252258,15.51019573,17.2779541
He is interesting means that he is dull.,interesting-dull,n,pm,n,mf,40.47357178,76.89015961,30.18389893,27.74671173
He is dull means that he is interesting.,interesting-dull,n,mp,n,mf,40.97626114,70.72849274,30.22012329,29.5909996
He is not interesting means that he is interesting.,interesting-dull,n,pp,y,mf,38.46678162,81.34655762,20.08160877,18.08086395
He is not dull means that he is dull.,interesting-dull,n,mm,y,mf,41.20748901,83.78002167,16.36745358,18.8116188
He is not interesting means that he is dull.,interesting-dull,n,pm,y,mf,37.78356171,86.06959534,20.94331884,19.27523041
He is not dull means that he is interesting.,interesting-dull,n,mp,y,mf,40.98297501,87.02189636,20.38760757,21.041008
She is interesting means that she is interesting.,interesting-dull,n,pp,n,fm,33.99423218,85.53676605,11.95145607,14.90481567
She is dull means that she is dull.,interesting-dull,n,mm,n,fm,35.82388306,91.88580322,17.68638372,15.41944885
She is interesting means that she is dull.,interesting-dull,n,pm,n,fm,39.082901,74.95264435,30.17378044,27.15777588
She is dull means that she is interesting.,interesting-dull,n,mp,n,fm,41.11336899,73.41150665,31.07638407,29.07741165
She is not interesting means that she is interesting.,interesting-dull,n,pp,y,fm,37.74288177,85.42227173,20.30607653,17.88779449
She is not dull means that she is dull.,interesting-dull,n,mm,y,fm,42.11579132,91.1337738,17.2174015,17.92415619
She is not interesting means that she is dull.,interesting-dull,n,pm,y,fm,36.94900894,84.56122589,20.60572767,18.66716003
She is not dull means that she is interesting.,interesting-dull,n,mp,y,fm,40.87335205,84.58590698,20.84489775,20.4593544
He is interesting means that he is interesting.,interesting-uninteresting,y,pp,n,mf,35.41812134,82.63843536,11.67012501,15.20814133
He is uninteresting means that he is uninteresting.,interesting-uninteresting,y,mm,n,mf,37.72234726,145.7942963,10.70611668,11.7850914
He is interesting means that he is uninteresting.,interesting-uninteresting,y,pm,n,mf,40.32487488,104.7958069,20.72059107,16.67255402
He is uninteresting means that he is interesting.,interesting-uninteresting,y,mp,n,mf,41.10562134,107.7798615,20.6186161,17.63205338
He is not interesting means that he is interesting.,interesting-uninteresting,y,pp,y,mf,38.46678162,81.34655762,20.08160877,18.08086395
He is not uninteresting means that he is uninteresting.,interesting-uninteresting,y,mm,y,mf,39.82287598,135.2200317,11.39377022,13.21544647
He is not interesting means that he is uninteresting.,interesting-uninteresting,y,pm,y,mf,35.831604,109.0327606,15.71589136,11.75366592
He is not uninteresting means that he is interesting.,interesting-uninteresting,y,mp,y,mf,40.17175293,107.0743713,14.4291954,16.07869339
She is interesting means that she is interesting.,interesting-uninteresting,y,pp,n,fm,33.99423218,85.53676605,11.95145607,14.90481567
She is uninteresting means that she is uninteresting.,interesting-uninteresting,y,mm,n,fm,38.10484314,141.8288116,10.50261021,10.51048279
She is interesting means that she is uninteresting.,interesting-uninteresting,y,pm,n,fm,38.38513184,104.033432,21.10909557,16.12195969
She is uninteresting means that she is interesting.,interesting-uninteresting,y,mp,n,fm,40.83235168,111.2322311,20.10978556,17.21788788
She is not interesting means that she is interesting.,interesting-uninteresting,y,pp,y,fm,37.74288177,85.42227173,20.30607653,17.88779449
She is not uninteresting means that she is uninteresting.,interesting-uninteresting,y,mm,y,fm,40.05328369,139.0170288,11.4767046,12.24911118
She is not interesting means that she is uninteresting.,interesting-uninteresting,y,pm,y,fm,35.49435043,112.152916,16.10491753,11.08463287
She is not uninteresting means that she is interesting.,interesting-uninteresting,y,mp,y,fm,40.06008911,108.6465302,14.48274708,14.99462891
He is fun means that he is fun.,fun-boring,n,pp,n,mf,34.51995468,86.02488708,20.37556648,18.72063828
He is boring means that he is boring.,fun-boring,n,mm,n,mf,34.00280762,74.67934418,18.0107379,15.62612152
He is fun means that he is boring.,fun-boring,n,pm,n,mf,39.59767151,81.71509552,31.09610987,28.59624481
He is boring means that he is fun.,fun-boring,n,mp,n,mf,39.70222473,80.3313446,32.67217636,25.89668274
He is not fun means that he is fun.,fun-boring,n,pp,y,mf,39.03188705,78.98516846,22.44203758,20.66863632
He is not boring means that he is boring.,fun-boring,n,mm,y,mf,38.67646027,82.5803299,17.23383141,16.95768356
He is not fun means that he is boring.,fun-boring,n,pm,y,mf,37.75502014,85.81037903,23.35263681,19.11545563
He is not boring means that he is fun.,fun-boring,n,mp,y,mf,40.04418564,86.95211792,22.18645954,19.95459747
She is fun means that she is fun.,fun-boring,n,pp,n,fm,33.9954834,82.04073334,18.31971788,16.84830093
She is boring means that she is boring.,fun-boring,n,mm,n,fm,34.03482437,80.18275452,19.16529369,14.07775116
She is fun means that she is boring.,fun-boring,n,pm,n,fm,39.26644516,88.11875916,31.07219458,28.51871872
She is boring means that she is fun.,fun-boring,n,mp,n,fm,39.5050087,78.67710876,32.72476101,25.77494431
She is not fun means that she is fun.,fun-boring,n,pp,y,fm,38.2488327,87.59896851,21.68836021,20.32122421
She is not boring means that she is boring.,fun-boring,n,mm,y,fm,38.9453125,90.49169159,18.13492393,16.48979187
She is not fun means that she is boring.,fun-boring,n,pm,y,fm,36.97673416,93.15560913,22.82974291,19.06722641
She is not boring means that she is fun.,fun-boring,n,mp,y,fm,39.45204163,87.00780487,22.41171122,19.05509567
He is fun means that he is fun.,fun-dull,n,pp,n,mf,34.51995468,86.02488708,20.37556648,18.72063828
He is dull means that he is dull.,fun-dull,n,mm,n,mf,34.92191696,84.38252258,15.51019573,17.2779541
He is fun means that he is dull.,fun-dull,n,pm,n,mf,41.21644974,75.60691071,34.32497978,32.47622299
He is dull means that he is fun.,fun-dull,n,mp,n,mf,42.69509888,73.27172089,34.69946766,32.54090118
He is not fun means that he is fun.,fun-dull,n,pp,y,mf,39.03188705,78.98516846,22.44203758,20.66863632
He is not dull means that he is dull.,fun-dull,n,mm,y,mf,41.20748901,83.78002167,16.36745358,18.8116188
He is not fun means that he is dull.,fun-dull,n,pm,y,mf,40.04782104,88.20176697,27.01341677,24.14848709
He is not dull means that he is fun.,fun-dull,n,mp,y,mf,43.17751312,87.72741699,24.75154972,24.85263062
She is fun means that she is fun.,fun-dull,n,pp,n,fm,33.9954834,82.04073334,18.31971788,16.84830093
She is dull means that she is dull.,fun-dull,n,mm,n,fm,35.82388306,91.88580322,17.68638372,15.41944885
She is fun means that she is dull.,fun-dull,n,pm,n,fm,40.84474182,79.35292053,34.42662525,32.25909042
She is dull means that she is fun.,fun-dull,n,mp,n,fm,42.59459686,77.87715149,34.85176611,31.38879395
She is not fun means that she is fun.,fun-dull,n,pp,y,fm,38.2488327,87.59896851,21.68836021,20.32122421
She is not dull means that she is dull.,fun-dull,n,mm,y,fm,42.11579132,91.1337738,17.2174015,17.92415619
She is not fun means that she is dull.,fun-dull,n,pm,y,fm,39.36971283,88.58909607,26.15273952,23.80609512
She is not dull means that she is fun.,fun-dull,n,mp,y,fm,42.9206543,87.88197327,24.35424137,23.23270035
He is entertaining means that he is entertaining.,entertaining-boring,n,pp,n,mf,33.03779602,82.0565567,18.69929647,13.1964798
He is boring means that he is boring.,entertaining-boring,n,mm,n,mf,34.00280762,74.67934418,18.0107379,15.62612152
He is entertaining means that he is boring.,entertaining-boring,n,pm,n,mf,37.22898102,78.06143951,28.19525814,25.01108551
He is boring means that he is entertaining.,entertaining-boring,n,mp,n,mf,39.83895874,80.35958862,33.15857601,26.27078247
He is not entertaining means that he is entertaining.,entertaining-boring,n,pp,y,mf,38.59562302,87.16401672,21.86286259,17.85815811
He is not boring means that he is boring.,entertaining-boring,n,mm,y,mf,38.67646027,82.5803299,17.23383141,16.95768356
He is not entertaining means that he is boring.,entertaining-boring,n,pm,y,mf,38.43465042,94.55122375,21.88928413,15.60391235
He is not boring means that he is entertaining.,entertaining-boring,n,mp,y,mf,39.55808258,83.64196777,23.3458662,20.03246307
She is entertaining means that she is entertaining.,entertaining-boring,n,pp,n,fm,33.45101547,90.07051849,19.99241447,12.61310577
She is boring means that she is boring.,entertaining-boring,n,mm,n,fm,34.03482437,80.18275452,19.16529369,14.07775116
She is entertaining means that she is boring.,entertaining-boring,n,pm,n,fm,37.5620575,83.35270691,28.79254913,25.41083908
She is boring means that she is entertaining.,entertaining-boring,n,mp,n,fm,40.50997162,83.0680542,34.81864548,26.06274033
She is not entertaining means that she is entertaining.,entertaining-boring,n,pp,y,fm,39.07488251,87.95570374,22.47565317,18.48497391
She is not boring means that she is boring.,entertaining-boring,n,mm,y,fm,38.9453125,90.49169159,18.13492393,16.48979187
She is not entertaining means that she is boring.,entertaining-boring,n,pm,y,fm,39.0192337,91.43832397,22.7314415,15.13144302
She is not boring means that she is entertaining.,entertaining-boring,n,mp,y,fm,40.33269501,85.19975281,24.51690769,19.86640549
He is entertaining means that he is entertaining.,entertaining-dull,n,pp,n,mf,33.03779602,82.0565567,18.69929647,13.1964798
He is dull means that he is dull.,entertaining-dull,n,mm,n,mf,34.92191696,84.38252258,15.51019573,17.2779541
He is entertaining means that he is dull.,entertaining-dull,n,pm,n,mf,38.85157776,87.77082062,30.85420322,28.33800125
He is dull means that he is entertaining.,entertaining-dull,n,mp,n,mf,42.87494659,86.52038574,33.71438599,32.3630867
He is not entertaining means that he is entertaining.,entertaining-dull,n,pp,y,mf,38.59562302,87.16401672,21.86286259,17.85815811
He is not dull means that he is dull.,entertaining-dull,n,mm,y,mf,41.20748901,83.78002167,16.36745358,18.8116188
He is not entertaining means that he is dull.,entertaining-dull,n,pm,y,mf,39.77740097,95.58016205,24.55468416,20.38671112
He is not dull means that he is entertaining.,entertaining-dull,n,mp,y,mf,42.67855072,79.78884888,24.34871483,25.8155899
She is entertaining means that she is entertaining.,entertaining-dull,n,pp,n,fm,33.45101547,90.07051849,19.99241447,12.61310577
She is dull means that she is dull.,entertaining-dull,n,mm,n,fm,35.82388306,91.88580322,17.68638372,15.41944885
She is entertaining means that she is dull.,entertaining-dull,n,pm,n,fm,39.1169014,95.1852417,30.85789204,28.52355957
She is dull means that she is entertaining.,entertaining-dull,n,mp,n,fm,43.59104538,88.19710541,34.55970573,31.06735229
She is not entertaining means that she is entertaining.,entertaining-dull,n,pp,y,fm,39.07488251,87.95570374,22.47565317,18.48497391
She is not dull means that she is dull.,entertaining-dull,n,mm,y,fm,42.11579132,91.1337738,17.2174015,17.92415619
She is not entertaining means that she is dull.,entertaining-dull,n,pm,y,fm,40.74540329,91.36014557,24.66560221,19.26968765
She is not dull means that she is entertaining.,entertaining-dull,n,mp,y,fm,43.4432373,79.50601196,24.75939703,25.38491821
He is organized means that he is organized.,organized-messy,n,pp,n,mf,33.58493805,88.16163635,6.936704636,15.4105072
He is messy means that he is messy.,organized-messy,n,mm,n,mf,35.08536148,88.81209564,13.50889778,16.12688446
He is organized means that he is messy.,organized-messy,n,pm,n,mf,39.63699341,83.82206726,23.145576,26.69504547
He is messy means that he is organized.,organized-messy,n,mp,n,mf,41.1359024,82.36598969,26.88853359,26.1799736
He is not organized means that he is organized.,organized-messy,n,pp,y,mf,38.97946167,93.63178253,17.59087276,15.97735596
He is not messy means that he is messy.,organized-messy,n,mm,y,mf,43.46525955,94.59931946,18.2427659,16.2143364
He is not organized means that he is messy.,organized-messy,n,pm,y,mf,42.10878372,84.94512177,27.68568087,22.59569931
He is not messy means that he is organized.,organized-messy,n,mp,y,mf,42.0861702,84.41847992,26.56214523,25.28614807
She is organized means that she is organized.,organized-messy,n,pp,n,fm,34.20281982,83.94315338,7.881952286,16.13283157
She is messy means that she is messy.,organized-messy,n,mm,n,fm,34.62375259,97.41725159,15.21931982,14.7691803
She is organized means that she is messy.,organized-messy,n,pm,n,fm,39.56652069,81.13357544,23.07104635,25.23932648
She is messy means that she is organized.,organized-messy,n,mp,n,fm,40.39467621,73.87356567,27.05385303,26.09608459
She is not organized means that she is organized.,organized-messy,n,pp,y,fm,40.06933594,92.09336853,18.74579,17.83688354
She is not messy means that she is messy.,organized-messy,n,mm,y,fm,42.40233994,90.92974854,20.00437832,15.76874542
She is not organized means that she is messy.,organized-messy,n,pm,y,fm,42.06554413,79.29794312,27.52842665,20.20985413
She is not messy means that she is organized.,organized-messy,n,mp,y,fm,41.68344879,83.11102295,26.42058945,23.37162018
He is tidy means that he is tidy.,tidy-messy,n,pp,n,mf,39.89345169,90.43508911,7.337100983,16.24346924
He is messy means that he is messy.,tidy-messy,n,mm,n,mf,35.08536148,88.81209564,13.50889778,16.12688446
