sentence,adjectives,transparency,polarity,negation,gender,roberta_large_surprisal,bert_large_cased_surprisal,xlnet_large_cased_surprisal,gpt2_large_surprisal
He is not optimist. She too is optimist.,optimist-pessimist,-,pp,y,mf,-1.9720382690429688;-0.20824432373046875;-8.360652923583984;-3.3538970947265625;-0.01805877685546875;-2.1476173400878906;-2.766284942626953;-0.8043670654296875;-1.5428581237792969;-0.03931427001953125,-1.0906686782836914;-0.11597347259521484;-6.580765724182129;-0.0023937225341796875;-0.02488422393798828;-1.9482603073120117;-3.3772335052490234;-0.10492420196533203;-0.005191802978515625;-0.0184173583984375,0.0;-15.33017349243164;-7.968910217285156;-43.09559631347656;-12.661964416503906;-8.686386108398438;-17.04877471923828;-6.988142013549805;-38.3481559753418;-10.208992004394531,0.0;-3.1556758880615234;-2.8939313888549805;-13.725631713867188;-1.61566162109375;-5.758898735046387;-7.653356552124023;-1.3347949981689453;-7.5386762619018555;-0.9427042007446289
He is not pessimist. She too is pessimist.,optimist-pessimist,-,mm,y,mf,-2.3756446838378906;-0.176849365234375;-6.959465026855469;-0.9713859558105469;-0.01287078857421875;-2.4024696350097656;-2.9677810668945312;-0.2529144287109375;-1.9161491394042969;-0.0308837890625,-2.469588279724121;-0.08916473388671875;-6.411554336547852;-0.26119041442871094;-0.02420520782470703;-3.785980224609375;-2.670612335205078;-0.035208702087402344;-0.19191741943359375;-0.02013397216796875,0.0;-14.936939239501953;-10.356761932373047;-49.797258377075195;-9.647659301757812;-6.882396697998047;-15.431739807128906;-5.477287292480469;-43.37111282348633;-8.925491333007812,0.0;-3.1556758880615234;-2.8939313888549805;-14.014240264892578;-1.5741910934448242;-6.300562858581543;-7.761973857879639;-1.2584466934204102;-8.299844741821289;-0.9923000335693359
He is not optimist. She too is pessimist.,optimist-pessimist,-,pm,y,mf,-4.230884552001953;-0.13535308837890625;-6.852985382080078;-0.765289306640625;-0.009063720703125;-3.0868606567382812;-1.4113998413085938;-0.09816741943359375;-0.5565414428710938;-0.0239715576171875,-4.8461384773254395;-0.03569984436035156;-7.295179843902588;-0.09109306335449219;-0.010297775268554688;-6.310829162597656;-2.818589210510254;-0.07353401184082031;-2.4789276123046875;-0.010587692260742188,0.0;-15.193965911865234;-11.866310119628906;-37.653812408447266;-9.907684326171875;-7.158607482910156;-19.759071350097656;-10.335136413574219;-34.983516693115234;-7.133598327636719,0.0;-3.1556758880615234;-2.8939313888549805;-13.725631713867188;-1.61566162109375;-5.758898735046387;-7.653356552124023;-1.3347949981689453;-7.800502777099609;-0.7106161117553711
He is not pessimist. She too is optimist.,optimist-pessimist,-,mp,y,mf,-4.567310333251953;-0.13660430908203125;-7.077953338623047;-0.19145584106445312;-0.012054443359375;-3.5682373046875;-2.021869659423828;-0.1309356689453125;-0.350494384765625;-0.02539825439453125,-5.278997898101807;-0.04662799835205078;-5.314545631408691;-2.9597225189208984;-0.013851165771484375;-7.019815444946289;-2.903639793395996;-0.09056472778320312;-0.08827590942382812;-0.008701324462890625,0.0;-14.2269287109375;-13.271842956542969;-47.81751251220703;-5.508522033691406;-8.474040985107422;-17.49808120727539;-9.465539932250977;-26.23072052001953;-6.147132873535156,0.0;-3.1556758880615234;-2.8939313888549805;-14.014240264892578;-1.5741910934448242;-6.300562858581543;-7.761973857879639;-1.2584466934204102;-6.375863075256348;-1.0102825164794922
She is optimist. He too is optimist.,optimist-pessimist,-,pp,n,fm,-2.996936798095703;-0.12821197509765625;-0.07732772827148438;-0.0074310302734375;-0.5725173950195312;-1.0403366088867188;-0.09613800048828125;-0.078369140625;-0.01812744140625,-1.309981346130371;-0.12384414672851562;-0.0016326904296875;-0.03595447540283203;-1.5006895065307617;-2.824334144592285;-0.04265117645263672;-0.008218765258789062;-0.012071609497070312,0.0;-10.635360717773438;-35.76394271850586;-11.749298095703125;-6.056186676025391;-19.303131103515625;-7.461772918701172;-32.39912796020508;-10.322288513183594,0.0;-3.225691318511963;-13.249120712280273;-1.89361572265625;-5.238855361938477;-7.846680641174316;-1.206406593322754;-4.904523849487305;-0.8018655776977539
She is pessimist. He too is pessimist.,optimist-pessimist,-,mm,n,fm,-3.170490264892578;-0.15285491943359375;-0.5806922912597656;-0.0060577392578125;-0.4853363037109375;-0.986724853515625;-0.05919647216796875;-0.6451873779296875;-0.022674560546875,-1.6916418075561523;-0.054653167724609375;-0.12470054626464844;-0.024229049682617188;-1.2872247695922852;-2.1484222412109375;-0.01474761962890625;-0.15363311767578125;-0.011934280395507812,0.0;-7.749908447265625;-41.001380920410156;-9.98663330078125;-5.485755920410156;-20.781307220458984;-7.9553375244140625;-37.310340881347656;-9.2845458984375,0.0;-3.225691318511963;-15.469050407409668;-2.0037593841552734;-5.256758689880371;-7.734189510345459;-1.283473014831543;-5.804569244384766;-0.7836675643920898
She is optimist. He too is pessimist.,optimist-pessimist,-,pm,n,fm,-2.884918212890625;-0.11084747314453125;-1.0355644226074219;-0.00954437255859375;-0.35126495361328125;-2.6516189575195312;-0.13330078125;-3.9716644287109375;-0.0169525146484375,-2.536367416381836;-0.03889942169189453;-0.08807945251464844;-0.021924972534179688;-1.4931535720825195;-2.86391544342041;-0.030651092529296875;-2.1262569427490234;-0.007045745849609375,0.0;-13.161552429199219;-34.137874603271484;-9.973114013671875;-6.4941864013671875;-21.592208862304688;-6.96502685546875;-42.16427230834961;-6.1034393310546875,0.0;-3.225691318511963;-13.249120712280273;-1.89361572265625;-5.238855361938477;-7.846680641174316;-1.206406593322754;-8.453411102294922;-0.8023290634155273
She is pessimist. He too is optimist.,optimist-pessimist,-,mp,n,fm,-2.3879852294921875;-0.1134796142578125;-3.68731689453125;-0.01140594482421875;-0.364227294921875;-2.2931747436523438;-0.12578582763671875;-1.0324897766113281;-0.0191192626953125,-2.0126848220825195;-0.04043769836425781;-2.0982284545898438;-0.0206146240234375;-1.4191055297851562;-2.679997444152832;-0.07784366607666016;-0.07697868347167969;-0.007814407348632812,0.0;-11.660560607910156;-38.25369071960449;-3.123199462890625;-6.379253387451172;-22.37244415283203;-8.589302062988281;-26.775985717773438;-4.393623352050781,0.0;-3.225691318511963;-15.469050407409668;-2.0037593841552734;-5.256758689880371;-7.734189510345459;-1.283473014831543;-6.958325386047363;-0.8688793182373047
She is not optimist. He too is optimist.,optimist-pessimist,-,pp,y,fm,-3.7019577026367188;-0.2026214599609375;-8.784431457519531;-3.1468048095703125;-0.01474761962890625;-0.46944427490234375;-3.2488937377929688;-0.5586776733398438;-1.7602310180664062;-0.04238128662109375,-1.9187116622924805;-0.08787345886230469;-5.964801788330078;-0.0019474029541015625;-0.02667713165283203;-1.6302356719970703;-2.7157058715820312;-0.07853507995605469;-0.006259918212890625;-0.01656341552734375,0.0;-14.184333801269531;-8.854172706604004;-43.264543533325195;-10.777641296386719;-4.827569961547852;-18.539180755615234;-6.101192474365234;-38.406524658203125;-12.288627624511719,0.0;-3.225691318511963;-2.9663033485412598;-13.807564735412598;-1.6370000839233398;-4.978422164916992;-7.775760650634766;-1.2804327011108398;-7.5949249267578125;-0.9199409484863281
She is not pessimist. He too is pessimist.,optimist-pessimist,-,mm,y,fm,-4.120845794677734;-0.1817779541015625;-7.196399688720703;-0.9014091491699219;-0.01100921630859375;-0.5555953979492188;-3.7995986938476562;-0.18982696533203125;-1.8825874328613281;-0.03570556640625,-3.700702667236328;-0.06779098510742188;-5.770273208618164;-0.21926498413085938;-0.03091716766357422;-2.856696128845215;-1.628310203552246;-0.024915695190429688;-0.22847557067871094;-0.018341064453125,0.0;-13.218429565429688;-10.425742149353027;-46.91169261932373;-9.254425048828125;-5.357494354248047;-19.274757385253906;-4.797294616699219;-41.1866455078125;-9.791915893554688,0.0;-3.225691318511963;-2.9663033485412598;-14.516383171081543;-1.534867286682129;-5.640327453613281;-8.256336212158203;-1.202254295349121;-8.065707683563232;-0.9928302764892578
She is not optimist. He too is pessimist.,optimist-pessimist,-,pm,y,fm,-5.716743469238281;-0.13712310791015625;-7.405345916748047;-0.953826904296875;-0.0079345703125;-1.1642532348632812;-1.7087173461914062;-0.10254669189453125;-0.491607666015625;-0.02967071533203125,-5.866189479827881;-0.029122352600097656;-6.710762023925781;-0.08454513549804688;-0.0127410888671875;-5.149715423583984;-2.2732839584350586;-0.0692596435546875;-2.816089630126953;-0.010364532470703125,0.0;-12.964851379394531;-11.441425323486328;-32.28803634643555;-7.799690246582031;-4.243919372558594;-19.22940444946289;-6.805854797363281;-35.51154327392578;-6.586143493652344,0.0;-3.225691318511963;-2.9663033485412598;-13.807564735412598;-1.6370000839233398;-4.978422164916992;-7.775760650634766;-1.2804327011108398;-7.440677642822266;-0.701319694519043
She is not pessimist. He too is optimist.,optimist-pessimist,-,mp,y,fm,-5.587104797363281;-0.1386871337890625;-7.405632019042969;-0.3084831237792969;-0.01044464111328125;-1.7686004638671875;-2.219501495361328;-0.12284088134765625;-0.3558349609375;-0.0308074951171875,-5.923534393310547;-0.03239727020263672;-4.643655776977539;-2.704702377319336;-0.018266677856445312;-6.137406349182129;-2.2999982833862305;-0.09259986877441406;-0.09341621398925781;-0.00809478759765625,0.0;-14.6728515625;-12.89013957977295;-37.9669075012207;-4.8541717529296875;-5.232151031494141;-19.765552520751953;-8.097969055175781;-24.209808349609375;-5.927986145019531,0.0;-3.225691318511963;-2.9663033485412598;-14.516383171081543;-1.534867286682129;-5.640327453613281;-8.256336212158203;-1.202254295349121;-6.279370307922363;-1.0347280502319336
He is patient. She too is patient.,patient-impatient,y,pp,n,mf,-1.0228500366210938;-0.1083221435546875;-0.036712646484375;-0.00567626953125;-0.866302490234375;-1.175323486328125;-0.0277862548828125;-0.0165252685546875;-0.0113067626953125,-1.493967056274414;-0.08264350891113281;-0.08841228485107422;-0.0265655517578125;-1.239797592163086;-3.65378475189209;-0.02289295196533203;-0.3904914855957031;-0.01424407958984375,0.0;-8.88846206665039;-16.537094116210938;-4.456634521484375;-5.072200775146484;-22.692617416381836;-5.931404113769531;-16.55466079711914;-4.829376220703125,0.0;-3.1556758880615234;-9.479594230651855;-2.2233104705810547;-6.393194198608398;-8.422090530395508;-0.970637321472168;-1.4269075393676758;-0.8505258560180664
He is impatient. She too is impatient.,patient-impatient,y,mm,n,mf,-0.7043800354003906;-0.2240142822265625;-0.0709228515625;-0.00560760498046875;-1.2600936889648438;-0.8008346557617188;-0.05306243896484375;-0.08618927001953125;-0.01165008544921875,-1.0654401779174805;-0.31995487213134766;-0.08130836486816406;-0.021951675415039062;-1.3846416473388672;-2.6772098541259766;-0.029176712036132812;-0.48268604278564453;-0.017847061157226562,0.0;-7.968463897705078;-14.34735107421875;-6.996818542480469;-4.923641204833984;-19.45903778076172;-5.565032958984375;-16.42945098876953;-4.4655303955078125,0.0;-3.1556758880615234;-9.761816024780273;-2.1611366271972656;-4.94794225692749;-7.493749141693115;-0.9425640106201172;-0.9915590286254883;-0.7561264038085938
He is patient. She too is impatient.,patient-impatient,y,pm,n,mf,-1.7478256225585938;-0.12646484375;-4.231658935546875;-0.00762939453125;-2.0145187377929688;-2.071136474609375;-0.08489990234375;-7.1128997802734375;-0.01222991943359375,-2.7440614700317383;-0.07016372680664062;-6.577868461608887;-0.0135040283203125;-2.3459959030151367;-3.3542251586914062;-0.04897880554199219;-4.796545028686523;-0.018060684204101562,0.0;-10.334941864013672;-15.698148727416992;-2.888629913330078;-3.9637908935546875;-27.862041473388672;-9.783760070800781;-12.991800308227539;-5.276248931884766,0.0;-3.1556758880615234;-9.479594230651855;-2.2233104705810547;-6.393194198608398;-8.422090530395508;-0.970637321472168;-5.445277690887451;-0.9685754776000977
He is impatient. She too is patient.,patient-impatient,y,mp,n,mf,-0.7911911010742188;-0.1773681640625;-6.16351318359375;-0.0074920654296875;-0.8620529174804688;-1.3630752563476562;-0.05133819580078125;-4.026515960693359;-0.013397216796875,-1.7125415802001953;-0.30136680603027344;-6.729523658752441;-0.012737274169921875;-1.9013338088989258;-3.8850317001342773;-0.016408920288085938;-6.498578071594238;-0.022874832153320312,0.0;-6.726387023925781;-19.29912567138672;-3.677875518798828;-6.276073455810547;-25.427440643310547;-7.7274017333984375;-16.215837478637695;-5.715229034423828,0.0;-3.1556758880615234;-9.761816024780273;-2.1611366271972656;-4.94794225692749;-7.493749141693115;-0.9425640106201172;-5.520008563995361;-0.7715034484863281
He is not patient. She too is patient.,patient-impatient,y,pp,y,mf,-2.3973388671875;-0.16161346435546875;-4.804790496826172;-3.1054725646972656;-0.00801849365234375;-1.1694488525390625;-3.7031021118164062;-0.11486053466796875;-2.1710243225097656;-0.02666473388671875,-1.2434158325195312;-0.04241371154785156;-3.1568355560302734;-2.2526588439941406;-0.016605377197265625;-1.4536590576171875;-3.2770252227783203;-0.047138214111328125;-2.885106086730957;-0.021562576293945312,0.0;-12.073345184326172;-11.037036895751953;-10.787166595458984;-5.5255126953125;-5.692913055419922;-17.978404998779297;-5.023914337158203;-16.409404754638672;-4.927471160888672,0.0;-3.1556758880615234;-2.8939313888549805;-9.827946662902832;-1.6570930480957031;-6.0083723068237305;-8.55978775024414;-1.063974380493164;-3.3722147941589355;-1.074747085571289
He is not impatient. She too is impatient.,patient-impatient,y,mm,y,mf,-2.050933837890625;-0.2757568359375;-3.8001670837402344;-5.315479278564453;-0.0085601806640625;-1.6921005249023438;-3.4308853149414062;-0.1244049072265625;-2.829570770263672;-0.01757049560546875,-1.5135297775268555;-0.060115814208984375;-4.079667091369629;-3.7226171493530273;-0.019266128540039062;-1.8381118774414062;-2.658100128173828;-0.03259849548339844;-1.883443832397461;-0.026050567626953125,0.0;-12.12752914428711;-11.051689147949219;-10.961831092834473;-7.9200439453125;-4.899694442749023;-17.87517547607422;-6.201417922973633;-14.493481636047363;-4.823554992675781,0.0;-3.1556758880615234;-2.8939313888549805;-11.737776756286621;-1.8081531524658203;-5.816616058349609;-7.983195781707764;-1.059687614440918;-2.8549108505249023;-1.0588302612304688
He is not patient. She too is impatient.,patient-impatient,y,pm,y,mf,-3.36962890625;-0.14154815673828125;-1.0678482055664062;-4.142631530761719;-0.00525665283203125;-2.9936065673828125;-0.834503173828125;-0.05478668212890625;-1.2450447082519531;-0.01416015625,-4.271142959594727;-0.016092300415039062;-2.063014030456543;-4.70953369140625;-0.008869171142578125;-5.131462097167969;-2.683988571166992;-0.05803489685058594;-2.7011146545410156;-0.021879196166992188,0.0;-12.553943634033203;-12.85335636138916;-7.39866304397583;-5.662799835205078;-5.2218780517578125;-19.585285186767578;-8.442375183105469;-13.958528518676758;-4.5840606689453125,0.0;-3.1556758880615234;-2.8939313888549805;-9.827946662902832;-1.6570930480957031;-6.0083723068237305;-8.55978775024414;-1.063974380493164;-3.032855987548828;-0.9964609146118164
He is not impatient. She too is patient.,patient-impatient,y,mp,y,mf,-3.055187225341797;-0.17429351806640625;-2.086536407470703;-2.8154640197753906;-0.0061492919921875;-2.3221588134765625;-2.09173583984375;-0.03212738037109375;-0.49662017822265625;-0.0145263671875,-4.933516979217529;-0.019102096557617188;-1.224400520324707;-4.418978691101074;-0.008008956909179688;-5.6463422775268555;-3.3802404403686523;-0.016178131103515625;-3.7282943725585938;-0.02867889404296875,0.0;-12.073974609375;-14.892570495605469;-12.349932670593262;-3.957172393798828;-4.82411003112793;-18.346797943115234;-7.022504806518555;-13.485151290893555;-5.557807922363281,0.0;-3.1556758880615234;-2.8939313888549805;-11.737776756286621;-1.8081531524658203;-5.816616058349609;-7.983195781707764;-1.059687614440918;-3.1973514556884766;-0.8952951431274414
She is patient. He too is patient.,patient-impatient,y,pp,n,fm,-1.3683967590332031;-0.1128692626953125;-0.0326385498046875;-0.00445556640625;-0.33802032470703125;-1.1667709350585938;-0.06046295166015625;-0.026947021484375;-0.0120697021484375,-1.7286911010742188;-0.07845878601074219;-0.22616195678710938;-0.0257568359375;-1.2470712661743164;-1.9434833526611328;-0.016832351684570312;-0.30626678466796875;-0.012235641479492188,0.0;-11.182083129882812;-16.4490966796875;-3.8845138549804688;-3.9765701293945312;-20.272247314453125;-5.309173583984375;-17.52631378173828;-4.830421447753906,0.0;-3.225691318511963;-9.069260597229004;-2.370659828186035;-5.260289192199707;-8.657459259033203;-0.8033056259155273;-1.0429821014404297;-0.8579540252685547
She is impatient. He too is impatient.,patient-impatient,y,mm,n,fm,-1.1875762939453125;-0.27678680419921875;-0.08545684814453125;-0.00316619873046875;-0.30759429931640625;-0.7764434814453125;-0.1039886474609375;-0.0666046142578125;-0.01033782958984375,-1.6643524169921875;-0.3268318176269531;-0.15677833557128906;-0.01987457275390625;-0.9600591659545898;-1.7789020538330078;-0.019521713256835938;-0.5405416488647461;-0.015155792236328125,0.0;-9.024955749511719;-17.82128143310547;-6.518577575683594;-3.8788909912109375;-20.207157135009766;-6.134422302246094;-15.275638580322266;-3.9675140380859375,0.0;-3.225691318511963;-10.222939491271973;-1.9854869842529297;-4.945098876953125;-7.571006774902344;-0.9165925979614258;-1.1822080612182617;-0.8130817413330078
