sentence,adjectives,transparency,polarity,negation,gender,roberta_large_sentence_surprisal,bert_large_cased_sentence_surprisal,xlnet_large_cased_sentence_surprisal,gpt2_large_sentence_surprisal
"He is sick, and she is sick too.",healthy-sick,n,mm,n,mf,1.930206299,2.883235931,81.77534485,28.95983315
"He is healthy, and she is sick too.",healthy-sick,n,pm,n,mf,31.56015778,23.01952839,87.41252136,35.65727997
"He is sick, and she is healthy too.",healthy-sick,n,mp,n,mf,27.90262604,19.8387146,88.108078,36.48142624
"He is not healthy, and she is healthy too.",healthy-sick,n,pp,y,mf,24.55371475,17.37774277,85.11953735,38.13191605
"He is not sick, and she is sick too.",healthy-sick,n,mm,y,mf,21.69584274,16.7544651,81.98730469,36.68462372
"He is not healthy, and she is sick too.",healthy-sick,n,pm,y,mf,12.57765198,16.99117851,84.96321106,36.67325592
"He is not sick, and she is healthy too.",healthy-sick,n,mp,y,mf,13.76770401,16.68330479,94.97703552,38.23887253
"She is healthy, and he is healthy too.",healthy-sick,n,pp,n,fm,2.868133545,2.836274147,85.45320129,28.90661621
"She is sick, and he is sick too.",healthy-sick,n,mm,n,fm,2.149780273,2.881030083,87.94998169,27.87267685
"She is healthy, and he is sick too.",healthy-sick,n,pm,n,fm,33.37877274,22.39317083,89.573349,32.49158859
"She is sick, and he is healthy too.",healthy-sick,n,mp,n,fm,27.60906601,19.81130028,83.3968811,36.22781754
"She is not healthy, and he is healthy too.",healthy-sick,n,pp,y,fm,23.92045975,16.93186426,86.8855896,36.49692917
"She is not sick, and he is sick too.",healthy-sick,n,mm,y,fm,22.84542084,15.92551327,76.84234619,35.26563644
"She is not healthy, and he is sick too.",healthy-sick,n,pm,y,fm,14.62765121,16.07893276,84.66507721,34.65733337
"She is not sick, and he is healthy too.",healthy-sick,n,mp,y,fm,14.50999069,16.85548878,88.67552185,38.19759369
"He is slim, and she is slim too.",slim-fat,n,pp,n,mf,2.462837219,3.784178734,99.32217407,33.96113968
"He is fat, and she is fat too.",slim-fat,n,mm,n,mf,1.318519592,3.750242233,86.52555084,31.33385849
"He is slim, and she is fat too.",slim-fat,n,pm,n,mf,28.6137352,18.10603809,92.82444,36.90600586
"He is fat, and she is slim too.",slim-fat,n,mp,n,mf,31.28465652,15.62573481,101.6789474,35.84208679
"He is not slim, and she is slim too.",slim-fat,n,pp,y,mf,18.44405365,12.33015156,93.90460205,39.66478729
"He is not fat, and she is fat too.",slim-fat,n,mm,y,mf,12.63359451,9.101200104,84.11192322,37.22986221
"He is not slim, and she is fat too.",slim-fat,n,pm,y,mf,26.11129761,24.68960762,84.94117737,42.28638077
"He is not fat, and she is slim too.",slim-fat,n,mp,y,mf,19.61194229,16.27094078,96.50770569,38.89649582
"She is slim, and he is slim too.",slim-fat,n,pp,n,fm,2.804573059,3.820741653,95.27172852,33.31793594
"She is fat, and he is fat too.",slim-fat,n,mm,n,fm,1.407821655,3.255563736,88.01493073,29.40719986
"She is slim, and he is fat too.",slim-fat,n,pm,n,fm,30.30928421,17.3746376,97.0168457,35.70787048
"She is fat, and he is slim too.",slim-fat,n,mp,n,fm,34.58338928,16.3634963,101.7339935,35.35862732
"She is not slim, and he is slim too.",slim-fat,n,pp,y,fm,19.25788879,11.80150127,94.69976044,39.35160828
"She is not fat, and he is fat too.",slim-fat,n,mm,y,fm,12.60354614,8.49711895,83.12796783,36.14919281
"She is not slim, and he is fat too.",slim-fat,n,pm,y,fm,26.03052902,23.8406992,83.44192505,41.3417244
"She is not fat, and he is slim too.",slim-fat,n,mp,y,fm,20.1223259,17.80519581,86.29640961,39.67990494
"He is fast, and she is fast too.",fast-slow,n,pp,n,mf,2.511569977,2.832705498,96.29434204,28.29435349
"He is slow, and she is slow too.",fast-slow,n,mm,n,mf,1.922904968,2.330939293,95.32260132,31.12622833
"He is fast, and she is slow too.",fast-slow,n,pm,n,mf,25.1950531,11.28517342,101.9902649,32.40732193
"He is slow, and she is fast too.",fast-slow,n,mp,n,mf,25.94634628,13.88337612,80.52531433,33.37445068
"He is not fast, and she is fast too.",fast-slow,n,pp,y,mf,17.28197861,13.2339077,79.43002319,37.37057114
"He is not slow, and she is slow too.",fast-slow,n,mm,y,mf,16.04312897,7.885677338,80.58252716,37.58960342
"He is not fast, and she is slow too.",fast-slow,n,pm,y,mf,8.539215088,11.68198013,84.15512085,38.43127823
"He is not slow, and she is fast too.",fast-slow,n,mp,y,mf,20.16877747,11.09249306,82.16831207,37.8802948
"She is fast, and he is fast too.",fast-slow,n,pp,n,fm,2.626430511,2.720258713,78.56114197,27.88703156
"She is slow, and he is slow too.",fast-slow,n,mm,n,fm,2.066299438,2.272134781,93.47502136,30.18901443
"She is fast, and he is slow too.",fast-slow,n,pm,n,fm,26.50078583,10.70519447,80.87744141,31.8575592
"She is slow, and he is fast too.",fast-slow,n,mp,n,fm,26.54443741,13.7640419,89.00512695,32.3583374
"She is not fast, and he is fast too.",fast-slow,n,pp,y,fm,17.52655792,12.52574635,86.19049072,35.7504921
"She is not slow, and he is slow too.",fast-slow,n,mm,y,fm,16.94802475,7.593891144,88.99371338,37.36208344
"She is not fast, and he is slow too.",fast-slow,n,pm,y,fm,9.486778259,10.93158627,85.15426636,36.94205475
"She is not slow, and he is fast too.",fast-slow,n,mp,y,fm,21.98625565,10.95696449,87.12030029,36.98594666
"He is valuable, and she is valuable too.",valuable-valueless,y,pp,n,mf,2.69581604,2.672410965,103.0086517,33.68357849
"He is valueless, and she is valueless too.",valuable-valueless,y,mm,n,mf,1.30544281,2.118162155,123.6446457,39.11908722
"He is valuable, and she is valueless too.",valuable-valueless,y,pm,n,mf,17.55927277,11.06419563,106.7458954,43.61381531
"He is valueless, and she is valuable too.",valuable-valueless,y,mp,n,mf,14.20758438,16.69381189,115.4952621,40.36040497
"He is not valuable, and she is valuable too.",valuable-valueless,y,pp,y,mf,19.95812988,14.70333672,94.17714691,39.3263855
"He is not valueless, and she is valueless too.",valuable-valueless,y,mm,y,mf,8.931518555,5.586069107,119.279129,43.39925385
"He is not valuable, and she is valueless too.",valuable-valueless,y,pm,y,mf,10.51362228,14.61458111,109.1158447,44.84702301
"He is not valueless, and she is valuable too.",valuable-valueless,y,mp,y,mf,15.20158768,24.2477293,105.9407501,42.9107399
"She is valuable, and he is valuable too.",valuable-valueless,y,pp,n,fm,3.270248413,2.778301239,107.5357208,32.30827713
"She is valueless, and he is valueless too.",valuable-valueless,y,mm,n,fm,1.43547821,2.276655197,120.9944305,39.19286346
"She is valuable, and he is valueless too.",valuable-valueless,y,pm,n,fm,17.8682251,11.19734478,112.005722,41.70800018
"She is valueless, and he is valuable too.",valuable-valueless,y,mp,n,fm,16.47770309,16.70238209,116.2854538,39.94992065
"She is not valuable, and he is valuable too.",valuable-valueless,y,pp,y,fm,20.72323227,13.68954945,95.0271225,39.14807892
"She is not valueless, and he is valueless too.",valuable-valueless,y,mm,y,fm,8.554821014,5.777654648,109.372757,45.2877121
"She is not valuable, and he is valueless too.",valuable-valueless,y,pm,y,fm,12.19824219,14.20271969,110.6999207,43.93125534
"She is not valueless, and he is valuable too.",valuable-valueless,y,mp,y,fm,17.20478821,23.60100746,104.7933655,45.16856384
"He is interesting, and she is interesting too.",interesting-boring,n,pp,n,mf,3.320823669,3.186843872,90.48993683,30.37787247
"He is boring, and she is boring too.",interesting-boring,n,mm,n,mf,2.101173401,3.434309006,88.6408844,32.98122025
"He is interesting, and she is boring too.",interesting-boring,n,pm,n,mf,36.48429489,18.91282701,93.95333862,37.62434387
"He is boring, and she is interesting too.",interesting-boring,n,mp,n,mf,28.50077438,16.33281994,105.4152451,37.36037064
"He is not interesting, and she is interesting too.",interesting-boring,n,pp,y,mf,22.25274658,16.51378155,87.97200775,38.61411667
"He is not boring, and she is boring too.",interesting-boring,n,mm,y,mf,16.46955872,10.4299469,81.33068848,38.55375671
"He is not interesting, and she is boring too.",interesting-boring,n,pm,y,mf,17.07127762,20.12851524,90.47900391,39.34333038
"He is not boring, and she is interesting too.",interesting-boring,n,mp,y,mf,20.12182236,18.00583935,92.25520325,39.60596466
"She is interesting, and he is interesting too.",interesting-boring,n,pp,n,fm,3.561920166,3.668023109,93.1184845,29.68804169
"She is boring, and he is boring too.",interesting-boring,n,mm,n,fm,2.416595459,3.315393448,88.69680786,33.46870804
"She is interesting, and he is boring too.",interesting-boring,n,pm,n,fm,37.33298111,18.95880985,94.2751236,36.65906906
"She is boring, and he is interesting too.",interesting-boring,n,mp,n,fm,31.12228012,16.62967682,101.7699738,37.69728088
"She is not interesting, and he is interesting too.",interesting-boring,n,pp,y,fm,24.30044937,16.17140579,89.39068604,38.71056747
"She is not boring, and he is boring too.",interesting-boring,n,mm,y,fm,15.77471924,10.03612041,80.77532959,38.70740128
"She is not interesting, and he is boring too.",interesting-boring,n,pm,y,fm,18.72679138,19.19812965,89.94435883,39.12226486
"She is not boring, and he is interesting too.",interesting-boring,n,mp,y,fm,20.65904617,19.08933449,88.01417542,40.76494217
"He is interesting, and she is interesting too.",interesting-dull,n,pp,n,mf,3.320823669,3.186843872,90.48993683,30.37787247
"He is dull, and she is dull too.",interesting-dull,n,mm,n,mf,2.579025269,3.95065403,96.20645142,35.22064972
"He is interesting, and she is dull too.",interesting-dull,n,pm,n,mf,41.07218552,22.33215189,93.59420776,40.63820648
"He is dull, and she is interesting too.",interesting-dull,n,mp,n,mf,34.92531967,21.10120535,103.2686462,41.41137314
"He is not interesting, and she is interesting too.",interesting-dull,n,pp,y,mf,22.25274658,16.51378155,87.97200775,38.61411667
"He is not dull, and she is dull too.",interesting-dull,n,mm,y,mf,19.09471893,10.40315151,86.87844849,41.39810181
"He is not interesting, and she is dull too.",interesting-dull,n,pm,y,mf,23.36866379,21.83057547,87.27302551,42.50323105
"He is not dull, and she is interesting too.",interesting-dull,n,mp,y,mf,25.12955475,20.9264307,93.97673798,43.78017426
"She is interesting, and he is interesting too.",interesting-dull,n,pp,n,fm,3.561920166,3.668023109,93.1184845,29.68804169
"She is dull, and he is dull too.",interesting-dull,n,mm,n,fm,2.593734741,4.422632217,92.80992889,34.81948471
"She is interesting, and he is dull too.",interesting-dull,n,pm,n,fm,41.81853104,22.50094986,90.76622009,39.59144211
"She is dull, and he is interesting too.",interesting-dull,n,mp,n,fm,37.72605133,21.93732071,105.346489,40.88806534
"She is not interesting, and he is interesting too.",interesting-dull,n,pp,y,fm,24.30044937,16.17140579,89.39068604,38.71056747
"She is not dull, and he is dull too.",interesting-dull,n,mm,y,fm,19.70809174,9.990379333,85.64815521,42.32652283
"She is not interesting, and he is dull too.",interesting-dull,n,pm,y,fm,24.97898483,21.99390602,89.27384949,42.82640839
"She is not dull, and he is interesting too.",interesting-dull,n,mp,y,fm,26.4692421,22.48004675,89.78720856,44.20144272
"He is interesting, and she is interesting too.",interesting-uninteresting,y,pp,n,mf,3.320823669,3.186843872,90.48993683,30.37787247
"He is uninteresting, and she is uninteresting too.",interesting-uninteresting,y,mm,n,mf,1.244293213,2.274027824,143.1580658,36.18857193
"He is interesting, and she is uninteresting too.",interesting-uninteresting,y,pm,n,mf,22.88392258,8.768436432,117.354187,40.2863121
"He is uninteresting, and she is interesting too.",interesting-uninteresting,y,mp,n,mf,11.64468002,14.07299376,120.568573,38.73991394
"He is not interesting, and she is interesting too.",interesting-uninteresting,y,pp,y,mf,22.25274658,16.51378155,87.97200775,38.61411667
"He is not uninteresting, and she is uninteresting too.",interesting-uninteresting,y,mm,y,mf,11.03251648,6.72936058,155.8190002,41.16503143
"He is not interesting, and she is uninteresting too.",interesting-uninteresting,y,pm,y,mf,2.040878296,12.9102087,109.0637741,40.89246368
"He is not uninteresting, and she is interesting too.",interesting-uninteresting,y,mp,y,mf,4.884632111,17.57737064,116.5453339,40.58502197
"She is interesting, and he is interesting too.",interesting-uninteresting,y,pp,n,fm,3.561920166,3.668023109,93.1184845,29.68804169
"She is uninteresting, and he is uninteresting too.",interesting-uninteresting,y,mm,n,fm,1.372833252,2.491228104,135.0091858,37.16215897
"She is interesting, and he is uninteresting too.",interesting-uninteresting,y,pm,n,fm,24.10320663,11.12831306,115.7999115,39.2808609
"She is uninteresting, and he is interesting too.",interesting-uninteresting,y,mp,n,fm,12.55791092,15.36198473,116.8503113,40.25720978
"She is not interesting, and he is interesting too.",interesting-uninteresting,y,pp,y,fm,24.30044937,16.17140579,89.39068604,38.71056747
"She is not uninteresting, and he is uninteresting too.",interesting-uninteresting,y,mm,y,fm,9.778205872,7.089923859,152.2929382,43.0294838
"She is not interesting, and he is uninteresting too.",interesting-uninteresting,y,pm,y,fm,2.364299774,14.10995102,118.5008087,41.11779785
"She is not uninteresting, and he is interesting too.",interesting-uninteresting,y,mp,y,fm,5.168060303,18.93654728,115.5685272,42.32271957
"He is fun, and she is fun too.",fun-boring,n,pp,n,mf,2.942977905,2.805294037,88.67033386,30.46059418
"He is boring, and she is boring too.",fun-boring,n,mm,n,mf,2.101173401,3.434309006,88.6408844,32.98122025
"He is fun, and she is boring too.",fun-boring,n,pm,n,mf,40.32108688,22.42623472,88.14317322,39.17915344
"He is boring, and she is fun too.",fun-boring,n,mp,n,mf,36.06860733,22.93902683,83.97094727,37.1892395
"He is not fun, and she is fun too.",fun-boring,n,pp,y,mf,21.33586121,15.39276695,84.33176422,38.42975235
"He is not boring, and she is boring too.",fun-boring,n,mm,y,mf,16.46955872,10.4299469,81.33068848,38.55375671
"He is not fun, and she is boring too.",fun-boring,n,pm,y,mf,25.0312233,24.2001276,84.45205688,40.07928848
"He is not boring, and she is fun too.",fun-boring,n,mp,y,mf,23.1770668,26.0436492,88.89118958,40.05713654
"She is fun, and he is fun too.",fun-boring,n,pp,n,fm,3.154098511,3.027536392,95.56108093,30.54162979
"She is boring, and he is boring too.",fun-boring,n,mm,n,fm,2.416595459,3.315393448,88.69680786,33.46870804
"She is fun, and he is boring too.",fun-boring,n,pm,n,fm,40.71256638,22.45861244,86.50357056,38.44537354
"She is boring, and he is fun too.",fun-boring,n,mp,n,fm,37.37426758,22.2515254,86.99865723,37.94959259
"She is not fun, and he is fun too.",fun-boring,n,pp,y,fm,22.52810287,14.40956306,86.05865479,39.17578506
"She is not boring, and he is boring too.",fun-boring,n,mm,y,fm,15.77471924,10.03612041,80.77532959,38.70740128
"She is not fun, and he is boring too.",fun-boring,n,pm,y,fm,25.56186676,23.23729467,88.37940979,41.06562042
"She is not boring, and he is fun too.",fun-boring,n,mp,y,fm,23.83703995,25.53277206,84.47529602,41.75924683
"He is fun, and she is fun too.",fun-dull,n,pp,n,mf,2.942977905,2.805294037,88.67033386,30.46059418
"He is dull, and she is dull too.",fun-dull,n,mm,n,mf,2.579025269,3.95065403,96.20645142,35.22064972
"He is fun, and she is dull too.",fun-dull,n,pm,n,mf,45.88072586,26.10199833,88.28674316,42.26661301
"He is dull, and she is fun too.",fun-dull,n,mp,n,mf,41.77490234,28.8103981,79.3316803,42.45991135
"He is not fun, and she is fun too.",fun-dull,n,pp,y,mf,21.33586121,15.39276695,84.33176422,38.42975235
"He is not dull, and she is dull too.",fun-dull,n,mm,y,mf,19.09471893,10.40315151,86.87844849,41.39810181
"He is not fun, and she is dull too.",fun-dull,n,pm,y,mf,30.91291046,27.69980717,81.74919128,42.9943924
"He is not dull, and she is fun too.",fun-dull,n,mp,y,mf,28.59206772,29.72370386,86.55349731,45.14084625
"She is fun, and he is fun too.",fun-dull,n,pp,n,fm,3.154098511,3.027536392,95.56108093,30.54162979
"She is dull, and he is dull too.",fun-dull,n,mm,n,fm,2.593734741,4.422632217,92.80992889,34.81948471
"She is fun, and he is dull too.",fun-dull,n,pm,n,fm,45.60448837,26.58939552,87.69319153,41.71548462
"She is dull, and he is fun too.",fun-dull,n,mp,n,fm,43.60499573,28.51147079,84.01452637,42.04615784
"She is not fun, and he is fun too.",fun-dull,n,pp,y,fm,22.52810287,14.40956306,86.05865479,39.17578506
"She is not dull, and he is dull too.",fun-dull,n,mm,y,fm,19.70809174,9.990379333,85.64815521,42.32652283
"She is not fun, and he is dull too.",fun-dull,n,pm,y,fm,31.38471985,28.15151787,89.78344727,44.3471489
"She is not dull, and he is fun too.",fun-dull,n,mp,y,fm,29.86551666,29.45048428,87.77728271,45.66334534
"He is entertaining, and she is entertaining too.",entertaining-boring,n,pp,n,mf,4.826442719,8.407841682,102.3994598,33.11776733
"He is boring, and she is boring too.",entertaining-boring,n,mm,n,mf,2.101173401,3.434309006,88.6408844,32.98122025
"He is entertaining, and she is boring too.",entertaining-boring,n,pm,n,mf,41.87453079,24.64718294,105.8351746,39.73017883
"He is boring, and she is entertaining too.",entertaining-boring,n,mp,n,mf,38.99740219,29.00318527,105.1760712,39.51947784
