sentence,adjectives,transparency,polarity,negation,gender,gpt2_large_surprisal,xlnet_large_cased_surprisal,bert_large_cased_surprisal,roberta_large_surprisal
She is qualified means that she is unqualified.,qualified-unqualified,y,pm,n,fm,0.0;-3.225691318511963;-9.140385627746582;-12.03936767578125;-1.2192754745483398;-0.44046592712402344;-1.3319196701049805;-8.439522743225098;-1.5311012268066406,0.0;-2.9433326721191406;-8.97047233581543;-8.840463638305664;-5.076225280761719;-8.098176956176758;-6.025836944580078;-26.53364658355713;-4.3531951904296875,-1.1008806228637695;-1.1316499710083008;-2.417980194091797;-5.65600061416626;-0.05716991424560547;-0.2705526351928711;-0.08683586120605469;-1.2099227905273438;-0.043544769287109375,-0.8504104614257812;-1.2491226196289062;-3.95281982421875;-5.623035430908203;-0.04759979248046875;-1.940887451171875;-0.06317138671875;-0.5912246704101562;-0.1576080322265625
She is unqualified means that she is qualified.,qualified-unqualified,y,mp,n,fm,0.0;-3.225691318511963;-12.133650779724121;-11.847274780273438;-1.494344711303711;-0.9629907608032227;-1.3990764617919922;-5.081211090087891;-2.977480888366699,0.0;-3.838695526123047;-24.940555572509766;-8.00155258178711;-6.182521820068359;-5.204685211181641;-4.842067718505859;-11.309879302978516;-4.346846580505371,-0.47867870330810547;-0.5867042541503906;-0.9953527450561523;-5.860779762268066;-0.14136600494384766;-0.2306680679321289;-0.7527484893798828;-5.124108791351318;-0.044612884521484375,-0.47037506103515625;-1.9997940063476562;-1.1427421569824219;-6.817356109619141;-0.04451751708984375;-0.8285446166992188;-0.0818328857421875;-2.6220321655273438;-0.17102813720703125
She is not qualified means that she is qualified.,qualified-unqualified,y,pp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-7.143134593963623;-11.93414306640625;-1.1511459350585938;-0.9543676376342773;-1.1525373458862305;-5.329302787780762;-3.3315539360046387,0.0;-2.932445526123047;-3.3043212890625;-9.449386596679688;-7.425418853759766;-3.8241310119628906;-6.512866973876953;-3.0070343017578125;-10.994709014892578;-3.7007999420166016,-0.6544580459594727;-0.1088857650756836;-2.8860082626342773;-1.560774803161621;-3.6684722900390625;-0.2879219055175781;-1.0297374725341797;-0.8516159057617188;-6.377309322357178;-0.06787300109863281,-0.5742645263671875;-1.0586776733398438;-1.0921592712402344;-1.1223564147949219;-6.7020111083984375;-0.0489959716796875;-0.7695999145507812;-0.07080841064453125;-2.1989898681640625;-0.1687164306640625
She is not unqualified means that she is unqualified.,qualified-unqualified,y,mm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-11.148519515991211;-12.285807609558105;-1.504622459411621;-0.960322380065918;-1.278635025024414;-3.7251577377319336;-1.834345817565918,0.0;-2.8534812927246094;-3.5114517211914062;-24.305866241455078;-10.973848342895508;-4.6560516357421875;-6.795917510986328;-4.7132415771484375;-31.179637908935547;-5.342609405517578,-0.5910577774047852;-0.04755973815917969;-1.5223541259765625;-0.8386735916137695;-4.017189979553223;-0.06676578521728516;-0.23840904235839844;-0.16286945343017578;-0.3208751678466797;-0.09461593627929688,-0.24779510498046875;-1.2114372253417969;-1.4573974609375;-0.1022491455078125;-6.968902587890625;-0.04128265380859375;-0.07684326171875;-0.04303741455078125;-0.036289215087890625;-0.1424407958984375
She is not qualified means that she is unqualified.,qualified-unqualified,y,pm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-7.143134593963623;-11.93414306640625;-1.1511459350585938;-0.9543676376342773;-1.1525373458862305;-4.628149509429932;-1.4146881103515625,0.0;-3.0916786193847656;-3.8654346466064453;-8.274459838867188;-9.93679428100586;-8.27340316772461;-8.985822677612305;-5.565311431884766;-24.25580406188965;-4.189516544342041,-0.4693002700805664;-0.1390676498413086;-0.17978954315185547;-1.1479377746582031;-3.599738121032715;-0.03232383728027344;-0.06720161437988281;-0.07898902893066406;-0.6008520126342773;-0.020563125610351562,-0.22515106201171875;-0.5293960571289062;-0.06458282470703125;-0.9543037414550781;-3.8838462829589844;-0.05681610107421875;-0.03455352783203125;-0.03186798095703125;-0.17382431030273438;-0.13259124755859375
She is not unqualified means that she is qualified.,qualified-unqualified,y,mp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-11.148519515991211;-12.285807609558105;-1.504622459411621;-0.960322380065918;-1.278635025024414;-3.315021514892578;-1.9124135971069336,0.0;-2.852672576904297;-3.3431053161621094;-21.06450653076172;-8.491989135742188;-3.1050071716308594;-6.588657379150391;-5.004779815673828;-10.893957138061523;-5.059053421020508,-0.2943105697631836;-0.06693458557128906;-2.574021339416504;-0.6664457321166992;-4.626820087432861;-0.05691051483154297;-0.039765357971191406;-0.14468955993652344;-2.249044418334961;-0.034404754638671875,-0.18634796142578125;-1.2762069702148438;-0.6450729370117188;-0.3789482116699219;-7.797428131103516;-0.054656982421875;-0.01464080810546875;-0.04876708984375;-0.5145835876464844;-0.11864471435546875
He is skilled means that he is skilled.,skilled-unskilled,y,pp,n,mf,0.0;-3.1556758880615234;-8.606795310974121;-12.374798774719238;-2.946047782897949;-0.8134632110595703;-1.7001323699951172;-3.0188426971435547;-1.9114723205566406,0.0;-6.048641204833984;-9.029529571533203;-10.161901473999023;-4.289524078369141;-3.7824134826660156;-4.619808197021484;-10.014263153076172;-6.32003116607666,-1.0010795593261719;-0.6609640121459961;-2.4358978271484375;-6.86988639831543;-0.21399688720703125;-0.14224815368652344;-0.0714874267578125;-2.9472360610961914;-0.22377967834472656,-0.7226905822753906;-1.1424102783203125;-2.748516082763672;-7.110721588134766;-0.072418212890625;-0.09003448486328125;-0.08454132080078125;-2.752521514892578;-0.2083587646484375
He is unskilled means that he is unskilled.,skilled-unskilled,y,mm,n,mf,0.0;-3.1556758880615234;-13.188664436340332;-10.93239974975586;-1.1613531112670898;-0.6502742767333984;-1.2945079803466797;-1.9110965728759766;-1.8341093063354492,0.0;-2.034046173095703;-39.28191375732422;-18.860488891601562;-4.489742279052734;-4.379539489746094;-4.2979278564453125;-40.266231536865234;-10.397396087646484,-1.4367456436157227;-0.29518699645996094;-0.045655250549316406;-4.291669845581055;-0.17087173461914062;-0.20040225982666016;-0.13569259643554688;-0.04339027404785156;-0.14337730407714844,-0.7631111145019531;-0.8737106323242188;-0.08722305297851562;-6.774238586425781;-0.062042236328125;-0.1561279296875;-0.06256103515625;-0.031337738037109375;-0.15592193603515625
He is skilled means that he is unskilled.,skilled-unskilled,y,pm,n,mf,0.0;-3.1556758880615234;-8.606795310974121;-12.374798774719238;-2.946047782897949;-0.8134632110595703;-1.7001323699951172;-8.840417861938477;-1.565134048461914,0.0;-3.3273696899414062;-8.573226928710938;-9.304802894592285;-3.680206298828125;-4.624137878417969;-6.201641082763672;-30.46230697631836;-10.72357177734375,-0.9825649261474609;-0.3530254364013672;-4.273519515991211;-8.432845115661621;-0.14503860473632812;-0.015356063842773438;-0.02622699737548828;-0.020107269287109375;-0.06690216064453125,-1.4236946105957031;-1.5513534545898438;-5.729442596435547;-7.713985443115234;-0.06052398681640625;-0.93499755859375;-0.12407684326171875;-0.1924896240234375;-0.18544769287109375
He is unskilled means that he is skilled.,skilled-unskilled,y,mp,n,mf,0.0;-3.1556758880615234;-13.188664436340332;-10.93239974975586;-1.1613531112670898;-0.6502742767333984;-1.2945079803466797;-4.896692276000977;-1.5979156494140625,0.0;-5.3604888916015625;-26.570056915283203;-15.134880065917969;-5.99334716796875;-7.374210357666016;-6.451835632324219;-7.1944427490234375;-5.087749481201172,-0.5734500885009766;-0.09994792938232422;-0.047634124755859375;-7.722053527832031;-0.2927980422973633;-0.036651611328125;-0.12839412689208984;-6.034249782562256;-0.0644073486328125,-0.9310264587402344;-1.7128791809082031;-0.15971755981445312;-8.08071517944336;-0.0518341064453125;-0.5212554931640625;-0.112274169921875;-6.168437957763672;-0.16840362548828125
He is not skilled means that he is skilled.,skilled-unskilled,y,pp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-9.189821243286133;-11.85692310333252;-2.380805492401123;-0.6652402877807617;-1.2303848266601562;-5.185272693634033;-1.8539094924926758,0.0;-3.552539825439453;-1.9013137817382812;-10.151390075683594;-10.269737243652344;-3.5770797729492188;-6.0927276611328125;-4.569770812988281;-11.148284912109375;-3.397735595703125,-1.3641252517700195;-0.08426570892333984;-3.4059696197509766;-3.7582035064697266;-7.225414752960205;-0.38696861267089844;-0.49949073791503906;-0.19661235809326172;-4.353492736816406;-0.1363544464111328,-1.055206298828125;-0.5066452026367188;-3.1630210876464844;-2.895893096923828;-8.431304931640625;-0.275787353515625;-0.13527679443359375;-0.05742645263671875;-4.495136260986328;-0.1919403076171875
He is not unskilled means that he is unskilled.,skilled-unskilled,y,mm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-12.901751518249512;-11.645621299743652;-1.374211311340332;-0.6073026657104492;-1.0631189346313477;-4.021210670471191;-1.4542436599731445,0.0;-3.1820449829101562;-5.957630157470703;-33.251708984375;-19.233516693115234;-4.220310211181641;-4.586658477783203;-3.2138099670410156;-33.50913619995117;-11.023300170898438,-0.9003000259399414;-0.03994178771972656;-2.31536865234375;-0.031612396240234375;-5.355888366699219;-0.17093753814697266;-0.08048629760742188;-0.10470294952392578;-0.030416488647460938;-0.10454940795898438,-1.2099380493164062;-0.7941322326660156;-2.3861312866210938;-0.0576629638671875;-7.219512939453125;-0.06189727783203125;-0.077850341796875;-0.0511932373046875;-0.12519454956054688;-0.13597869873046875
He is not skilled means that he is unskilled.,skilled-unskilled,y,pm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-9.189821243286133;-11.85692310333252;-2.380805492401123;-0.6652402877807617;-1.2303848266601562;-5.637483596801758;-1.0686759948730469,0.0;-5.023506164550781;-2.4208946228027344;-10.822174072265625;-10.280387878417969;-4.878448486328125;-6.293582916259766;-5.228065490722656;-32.94334411621094;-7.031215667724609,-0.21384334564208984;-0.042639732360839844;-1.0696945190429688;-2.869093894958496;-6.764797210693359;-0.10315608978271484;-0.004281044006347656;-0.02955913543701172;-0.009899139404296875;-0.04031944274902344,-1.2967987060546875;-0.26904296875;-0.14008331298828125;-3.4592819213867188;-6.324798583984375;-0.26692962646484375;-0.01995086669921875;-0.027252197265625;-0.034381866455078125;-0.11484527587890625
He is not unskilled means that he is skilled.,skilled-unskilled,y,mp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-12.901751518249512;-11.645621299743652;-1.374211311340332;-0.6073026657104492;-1.0631189346313477;-3.4840335845947266;-1.2889480590820312,0.0;-2.195697784423828;-2.108448028564453;-28.946996688842773;-13.486183166503906;-5.24774169921875;-7.304386138916016;-4.492870330810547;-9.23138427734375;-7.090713024139404,-0.22462940216064453;-0.03206443786621094;-0.9731197357177734;-0.01926422119140625;-6.290375709533691;-0.6009359359741211;-0.011502265930175781;-0.04337596893310547;-3.4991931915283203;-0.0504150390625,-0.668212890625;-0.36923980712890625;-0.9329376220703125;-0.017742156982421875;-7.858486175537109;-0.20078277587890625;-0.02419281005859375;-0.04621124267578125;-2.169567108154297;-0.12564849853515625
She is skilled means that she is skilled.,skilled-unskilled,y,pp,n,fm,0.0;-3.225691318511963;-8.978292465209961;-12.673449516296387;-2.695272445678711;-0.5956830978393555;-1.830078125;-3.5108704566955566;-2.630885601043701,0.0;-5.442541122436523;-10.799270629882812;-10.284065246582031;-5.393772125244141;-6.633491516113281;-3.6469573974609375;-9.885480880737305;-4.372603416442871,-1.0612478256225586;-0.5825157165527344;-3.389847755432129;-6.999186038970947;-0.25943470001220703;-0.29781341552734375;-0.0792236328125;-3.366710662841797;-0.18051528930664062,-0.37274932861328125;-0.6089820861816406;-3.2295494079589844;-7.1072845458984375;-0.07277679443359375;-0.0531158447265625;-0.0632476806640625;-3.0050201416015625;-0.2321624755859375
She is unskilled means that she is unskilled.,skilled-unskilled,y,mm,n,fm,0.0;-3.225691318511963;-13.842536926269531;-10.801298141479492;-1.2636728286743164;-0.7418098449707031;-1.5105257034301758;-2.135500907897949;-1.8610477447509766,0.0;-2.5872879028320312;-36.53691864013672;-17.07080078125;-4.57427978515625;-4.430500030517578;-3.8095321655273438;-35.785274505615234;-9.67340087890625,-0.9771213531494141;-0.23250198364257812;-0.04333305358886719;-4.168084144592285;-0.19412899017333984;-0.4606304168701172;-0.1468486785888672;-0.035137176513671875;-0.11317253112792969,-0.4011688232421875;-0.3883209228515625;-0.14421463012695312;-6.541282653808594;-0.0570220947265625;-0.10346221923828125;-0.05077362060546875;-0.0413665771484375;-0.14989471435546875
She is skilled means that she is unskilled.,skilled-unskilled,y,pm,n,fm,0.0;-3.225691318511963;-8.978292465209961;-12.673449516296387;-2.695272445678711;-0.5956830978393555;-1.830078125;-9.631621360778809;-1.5800600051879883,0.0;-5.147205352783203;-8.298595428466797;-8.665777206420898;-3.6505661010742188;-5.778232574462891;-5.581062316894531;-28.328079223632812;-11.000862121582031,-0.7715921401977539;-0.36873722076416016;-4.623235702514648;-8.49683952331543;-0.1278514862060547;-0.02913188934326172;-0.023601531982421875;-0.023965835571289062;-0.0646514892578125,-0.9708480834960938;-1.4538764953613281;-6.246360778808594;-7.546329498291016;-0.065582275390625;-1.0965499877929688;-0.131683349609375;-0.23943328857421875;-0.175994873046875
She is unskilled means that she is skilled.,skilled-unskilled,y,mp,n,fm,0.0;-3.225691318511963;-13.842536926269531;-10.801298141479492;-1.2636728286743164;-0.7418098449707031;-1.5105257034301758;-5.192654132843018;-1.736760139465332,0.0;-1.723175048828125;-29.100379943847656;-14.43575668334961;-3.421161651611328;-6.243556976318359;-4.63763427734375;-7.915504455566406;-5.198668479919434,-0.49951839447021484;-0.10347461700439453;-0.05821418762207031;-7.738558769226074;-0.2774686813354492;-0.04574394226074219;-0.11791133880615234;-6.230659484863281;-0.05631256103515625,-0.46511077880859375;-1.2495498657226562;-0.20661544799804688;-7.9144287109375;-0.0515289306640625;-0.691680908203125;-0.1268768310546875;-6.508583068847656;-0.1706085205078125
She is not skilled means that she is skilled.,skilled-unskilled,y,pp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-9.513980865478516;-12.010580062866211;-2.1572928428649902;-0.7707662582397461;-1.4349584579467773;-5.626007080078125;-2.5078020095825195,0.0;-3.7099647521972656;-4.150211334228516;-11.177907943725586;-9.509538650512695;-5.778812408447266;-7.545825958251953;-5.555671691894531;-9.8092041015625;-3.982217788696289,-0.9350223541259766;-0.07497310638427734;-3.352105140686035;-3.913693428039551;-7.230942726135254;-0.38956260681152344;-0.5285615921020508;-0.20547866821289062;-4.574641227722168;-0.10961341857910156,-0.5005569458007812;-0.4529266357421875;-3.5143394470214844;-3.131824493408203;-8.297954559326172;-0.248016357421875;-0.313323974609375;-0.05792999267578125;-4.5503997802734375;-0.19564056396484375
She is not unskilled means that she is unskilled.,skilled-unskilled,y,mm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-13.15758228302002;-11.97166919708252;-1.384303092956543;-0.6519126892089844;-1.2068023681640625;-4.516514778137207;-1.5358667373657227,0.0;-4.574092864990234;-4.432834625244141;-33.07151794433594;-16.784645080566406;-3.6636199951171875;-6.218418121337891;-2.7283935546875;-33.25565719604492;-10.248149871826172,-0.6049213409423828;-0.03189277648925781;-2.1953182220458984;-0.030454635620117188;-5.355434417724609;-0.19646263122558594;-0.12290096282958984;-0.11506938934326172;-0.021602630615234375;-0.08607292175292969,-0.3679046630859375;-0.659912109375;-2.3616676330566406;-0.06548690795898438;-7.148983001708984;-0.05530548095703125;-0.14672088623046875;-0.05292510986328125;-0.11964797973632812;-0.131256103515625
She is not skilled means that she is unskilled.,skilled-unskilled,y,pm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-9.513980865478516;-12.010580062866211;-2.1572928428649902;-0.7707662582397461;-1.4349584579467773;-6.079692363739014;-1.1173629760742188,0.0;-3.179882049560547;-4.039920806884766;-11.892072677612305;-11.951045989990234;-5.411018371582031;-7.497623443603516;-4.928092956542969;-29.323162078857422;-8.345925331115723,-0.16747283935546875;-0.03526782989501953;-1.2038650512695312;-2.8611955642700195;-6.654393672943115;-0.09186840057373047;-0.0038242340087890625;-0.02571868896484375;-0.012683868408203125;-0.042057037353515625,-0.28667449951171875;-0.20507049560546875;-0.16272735595703125;-3.870990753173828;-6.134647369384766;-0.27272796630859375;-0.0206451416015625;-0.02725982666015625;-0.0406646728515625;-0.113006591796875
